ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_pattern_vol,price_pattern_candle,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
PL,SHORT,0.5529726552455914,5.529726552455914,0.0,3.3178,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.792920563742434,2.0,1.0,0.0,0.0,0.004117,0.0,4748.623978918628,,46.4,0.0,0.0,0.0,0.472702
CRM,SHORT,0.5469110290850058,5.4691102908500575,0.0,3.2815,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,180.89762753110406,11.0,1.0,1.0471549844501764,0.000484,0.000355,672.9172732901285,240.9805436931525,0.38381,3.486042,1.0,2.0,0.175192,0.591784
LYV,SHORT,0.5403184565682556,5.403184565682556,5.18,5.6156,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target","bounce_and_fail, pattern_volume, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",6.8,NEUTRAL,flag_breakdown,,,180.0,120.0,20.93,19.38,76306.0,84698.0,1.11,22345.0,17116.0,93789.0,0.0,0.31,0.64,1.6,0.0,0.49,1.42,0.72,1.4138646611185544,9.0,1.0,0.7942544172063475,0.000462,0.000766,812.7618021849643,292.3718807682784,0.328579,6.500451,1.0,3.0,0.450879,0.777893
DAL,SHORT,0.5105548161671066,5.1055481616710665,5.83,5.8418,price_validation_failed,"not_extended, pattern_volume, retest_and_confirm, room_to_target, trend_aligned","bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, structural_breakdown, trend_continuation",7.7,NEGATIVE,unknown,-9121908.55,,70.0,60.0,10.34,5.42,534488.0,384540.0,0.719,332919.0,201759.0,168535.0,1.66,0.96,0.93,1.4,0.11,0.0,0.52,0.24,1.3060633617905184,17.0,0.7,0.06651057026654386,0.000775,0.001438,201.30369457302552,403.55228503036966,1.325973,0.35494,1.0,9.0,0.306202,0.770905
CMG,SHORT,0.5074469337506415,5.074469337506415,4.98,5.7712,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pattern_volume, trend_aligned","flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.7,NEGATIVE,bounce_and_fail,-20873567.94,,40.0,27.5,19.87,17.59,549899.0,495953.0,0.902,118249.0,270210.0,385496.0,1.74,0.39,0.12,1.0,0.17,0.0,0.9,0.66,283.20061989864394,4.0,1.0,1.3810646852553915e-05,0.000426,0.00085,0.02103060876180353,507.5941044213164,460.269231,37.623958,0.0,2.0,0.0,0.177056
BA,SHORT,0.5070463206350906,5.070463206350906,0.0,3.0423,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,28.25189330901616,17.0,1.0,0.974614423040441,0.001949,0.000498,262.86495478390765,385.3024899893452,2.803661,7.734813,5.0,1.0,0.432847,0.042057
GLNG,SHORT,0.5015757964129484,5.015757964129484,0.0,3.0095,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,1.0485589812761205,12.0,1.0,1.1586884336977672,0.002956,0.002254,706.6518747027704,304.9361045434815,20.516249,0.874732,1.0,4.0,0.643921,0.827428
GPRE,SHORT,0.49324469314955016,4.932446931495502,0.0,2.9595,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,1.2758549081967003,3.0,1.0,25.96067527620893,0.047731,0.003611,1.440238716206932,0.11095541243696429,54.567214,136.6,0.0,1.0,0.473246,0.0
ULTA,SHORT,0.47294632468686065,4.729463246868606,0.0,2.8377,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.213342340545807,4.0,1.0,0.012754772158334707,6.4e-05,0.000751,0.0023217706751143805,0.06067717625718102,4.375,22.127525,1.0,0.0,0.0,0.162977
VSAT,SHORT,0.46963623177841624,4.696362317784162,0.0,2.8178,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,27.50274099388963,5.0,1.0,99.0,0.013102,0.003827,28.877357310221242,0.18760405487340695,21.275862,0.52014,0.0,0.0,0.030581,0.54711
NEXT,SHORT,0.4604792466666667,4.604792466666667,0.0,2.7629,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.68750928751555,3.0,1.0,0.0,0.0,0.005631,0.0,247.55016840616466,,0.563543,0.0,0.0,0.0,0.043825
RKLB,SHORT,0.450690917789367,4.50690917789367,0.0,2.7041,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,2.6051847368612626,6.0,1.0,1.6735647051627378,0.000695,0.000451,1975.568712313874,1180.4555307718258,1.575785,12.143567,1.0,0.0,0.244667,0.560673
LVS,SHORT,0.4389491241567581,4.389491241567581,6.01,5.4777,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",7.4,NEUTRAL,flag_breakdown,,,55.0,45.0,3.91,14.98,127311.0,69565.0,0.546,18544.0,62143.0,35612.0,1.61,0.45,0.09,1.6,0.0,0.24,1.25,0.76,9019.11114174637,4.0,1.0,1.0172982845213725e-05,0.00022,0.001018,0.0064601606920598785,211.677040069564,0.179024,1.740611,0.0,2.0,0.0,0.052353
ZS,SHORT,0.43405804217662486,4.340580421766249,5.83,5.3393,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned","bounce_and_fail, pattern_volume, pullback_to_resistance, structural_breakdown, trend_continuation",7.1,NEUTRAL,flag_breakdown,,,200.0,120.0,32.04,20.78,92538.0,70945.0,0.767,20848.0,37664.0,61430.0,1.81,0.56,0.3,1.6,0.0,0.0,1.15,0.41,2619.3034837101877,8.0,1.0,0.0006014556528454207,0.000211,0.000741,0.09488174134195283,52.58450388546394,0.259155,0.942042,2.0,4.0,0.233872,0.068871
AAP,SHORT,0.43,4.3,0.0,2.58,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,3.493079190558845,2.0,1.0,0.5725607382179123,0.047024,0.008459,8.232708578653153,14.378751509014307,138.631579,0.455223,0.0,0.0,0.0,0.0
SCHW,SHORT,0.42671785831011394,4.267178583101139,0.0,2.5603,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,22084.372342172497,5.0,1.0,0.00790312162936732,0.000304,0.000401,1.1718340755026497,222.4122562814069,0.254762,8.668542,0.0,1.0,0.00181,6.3e-05
MRVL,SHORT,0.41032976500898666,4.103297650089867,0.0,2.462,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,107.82759949765148,14.0,1.0,0.00854158930217612,0.000412,0.000618,2.883489792501039,187.54575020407108,0.176902,0.263908,0.0,2.0,0.311048,0.020118
ALAB,SHORT,0.4079887478084649,4.079887478084649,5.85,5.0549,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, retest_and_confirm, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEUTRAL,unknown,,,200.0,80.0,72.35,31.06,123318.0,108936.0,0.883,50221.0,42515.0,85912.0,1.27,0.52,0.16,1.4,0.23,0.0,1.41,0.86,22.79264916126533,4.0,1.0,0.0027498267567342403,8.3e-05,0.000722,0.07612136131083522,9.22741297846205,3.0,1.591286,0.0,1.0,0.0,0.29936
AEM,SHORT,0.39230151750580955,3.9230151750580955,0.0,2.3538,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.95464287088,4.0,1.0,0.000346027932342451,8.8e-05,0.001273,1.0925787481697569,1052.4957149879951,1.378049,0.831949,1.0,1.0,0.0,0.163175
VST,SHORT,0.3890713426626623,3.890713426626623,5.93,5.6844,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, resistance_ema_confluence, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",9.8,NEGATIVE,unknown,-29335648.55,,190.0,110.0,30.12,24.67,147327.0,203322.0,1.38,77596.0,82993.0,114246.0,1.37,0.0,0.16,1.6,0.5,0.0,1.44,0.86,32.24599946324566,9.0,1.0,11.675194354212586,0.000577,0.001193,6.336968266424779,0.6784649653539071,0.266954,0.4885,0.0,2.0,0.243924,0.019658
HD,SHORT,0.3837692667954338,3.837692667954338,0.0,2.3026,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,54.68021927911314,9.0,1.0,0.6645176586163306,0.000629,0.000133,43.22900498393839,130.10641455021835,1.805253,2.756615,1.0,0.0,0.147102,0.518836
CRWD,SHORT,0.377223734339678,3.77223734339678,0.0,2.2633,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,106.05834546552184,13.0,1.0,0.7699769465140954,0.000252,0.000302,3.8356075787713975,3.1134110541688,0.211724,0.312874,3.0,4.0,0.511414,0.091562
AAOI,SHORT,0.3638829513654974,3.638829513654974,0.0,2.1833,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,7.656940566811295,6.0,1.0,1.7056174987224677,0.000269,0.000579,1411.8505561764473,165.55301024220776,41.0,0.367273,0.0,0.0,0.0,0.606766
XLI,SHORT,0.3598623464542208,3.598623464542208,0.0,2.1592,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24353107202048,4.0,1.0,0.2209545397746424,1.4e-05,8.2e-05,234.45223803898944,353.6960412431651,0.10819,74.277197,0.0,1.0,0.0,0.428664
SHOO,SHORT,0.35721416485192375,3.5721416485192377,5.71,4.7991,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pattern_volume, strong_trend, trend_aligned","flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.5,NEUTRAL,bounce_and_fail,,,40.0,30.0,25.67,5.75,20513.0,9156.0,0.446,10388.0,185.0,2219.0,2.12,0.22,0.0,1.0,0.5,0.0,1.21,0.66,0.0,1.0,1.0,0.0,0.0,0.001433,0.0,0.09866798922823786,,42.372881,0.0,0.0,0.0,0.0
UVIX,SHORT,0.3562011904154594,3.562011904154594,0.0,2.1372,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.1391345605640077,2.0,1.0,0.0,0.0,0.000378,0.0,0.009898763407020405,,4.329672,0.0,0.0,0.0,0.467479
GOOG,SHORT,0.34824055913110763,3.4824055913110765,0.0,2.0894,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,29.913040125416686,11.0,1.0,0.004779074521889857,0.000214,0.000269,6.072178936376385,726.0436135028297,0.308006,0.195345,1.0,1.0,0.114742,0.498469
SOXS,SHORT,0.3425,3.4250000000000003,5.28,4.4565,price_validation_failed,"ema_rally, not_extended, pattern_volume, room_to_target, trend_aligned","bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, structural_breakdown, trend_continuation",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,1.38,0.77,0.71,1.2,0.48,0.0,0.54,0.19,6.187847293467021,2.0,1.0,0.3232141817900955,3e-05,7.8e-05,309.54097126624526,957.6961306334944,1.328358,7.776119,1.0,1.0,0.0,0.0
XOP,SHORT,0.3425,3.4250000000000003,0.0,2.055,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.818325027565653,2.0,1.0,0.05612199791242782,4.6e-05,9.4e-05,1.6581322358717878,29.545139117447672,0.265591,4.44,0.0,1.0,0.0,0.0
VRT,SHORT,0.33742036934485264,3.3742036934485267,0.0,2.0245,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,130.07051063132192,12.0,1.0,1.7948201403997914,0.000163,0.000182,148.85023177147025,59.23802153167052,0.101377,0.279414,0.0,2.0,0.357905,0.462572
VIAV,SHORT,0.3293139839069671,3.2931398390696707,0.0,1.9759,trend_not_aligned,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.000968,0.0,878.2156875249865,,5.050505,0.0,0.0,0.0,0.0
SHLS,SHORT,0.3272944916900273,3.272944916900273,4.88,4.4005,price_validation_failed,"momentum_aligned, not_extended, room_to_target, strong_trend, trend_aligned, trend_continuation","bounce_and_fail, confirmation_volume, flag_breakdown, pattern_volume, pullback_to_resistance, structural_breakdown",6.5,NEUTRAL,unknown,,,7.0,5.0,14.75,18.03,65758.0,12031.0,0.183,24308.0,3177.0,40779.0,1.93,0.46,0.26,1.4,0.0,0.0,0.65,0.19,0.0,1.0,0.7,0.0,0.0,0.001068,0.0,359.3946022536686,,109.6,0.0,1.0,0.0,0.0
TEM,SHORT,0.3228550991779582,3.228550991779582,5.25,4.4493,price_validation_failed,"ema_rally, momentum_aligned, not_extended, pattern_volume, trend_aligned","bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEGATIVE,unknown,-4529278.89,,60.0,45.0,27.77,4.17,179907.0,118709.0,0.66,75331.0,50611.0,130115.0,1.79,0.2,0.0,1.2,0.49,0.03,1.31,0.24,447.8365862081748,4.0,1.0,1.0378399252851328e-05,0.000353,0.000801,0.007869457765925722,252.7511733489373,1.319239,0.373733,1.0,0.0,0.0,0.01815
GLXY,SHORT,0.3181224314583622,3.181224314583622,0.0,1.9087,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,27.76026547513664,5.0,0.7,2.097721651371141,0.001626,0.001187,252.6012636866246,180.62543964413675,0.594733,0.541756,0.0,0.0,0.510632,0.077731
CORZ,SHORT,0.317996417368034,3.1799641736803403,0.0,1.908,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,31.25604198631981,3.0,1.0,3.814397723120579,0.009263,0.000698,64.1360023954172,8.407094258506843,15.649452,0.13657,0.0,1.0,0.0,0.174837
XBI,SHORT,0.308248402532442,3.08248402532442,5.52,4.8372,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, retest_and_confirm, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.2,NEGATIVE,unknown,-5049317.97,,135.0,110.0,12.21,8.57,321879.0,572626.0,1.779,217210.0,145456.0,255122.0,1.34,0.43,0.05,1.4,0.32,0.2,1.29,0.49,16.3623314225412,5.0,0.7,0.23798897389984822,7.4e-05,0.000457,170.86928571396183,1076.9571563378474,0.078157,1.246332,0.0,1.0,0.644467,0.071303
ISRG,SHORT,0.30363152650072195,3.0363152650072194,6.1,4.8882,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, pattern_volume, trend_aligned","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",7.7,NEUTRAL,unknown,,,520.0,450.0,8.79,5.85,51450.0,57255.0,1.113,16777.0,25820.0,37041.0,1.8,0.61,0.0,1.2,0.44,0.39,1.12,0.54,2518.0316650942736,4.0,1.0,0.4516873403055497,0.000284,0.00061,600.7692162418192,1330.055466764734,0.517272,0.430888,0.0,1.0,0.001036,1.9e-05
MU,SHORT,0.29538317820852267,2.953831782085227,0.0,1.7723,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,2.1274330136032704,12.0,1.0,0.8405374509827516,7.2e-05,8.7e-05,1312.1359129649304,3122.1355132499775,1.111049,1.569395,1.0,2.0,0.726308,0.43643
BRKB,SHORT,0.295038999047619,2.95038999047619,0.0,1.7702,error: No OHLCV data returned for ticker=BRKB,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,26.98335009066821,5.0,1.0,0.0,0.0,0.0,0.0,2772.8057205833147,,1.091648,0.0,2.0,0.0,0.116895
SBUX,SHORT,0.29501246853950647,2.950124685395065,0.0,1.7701,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,3.1304424334543643,7.0,1.0,2.530480228095961,0.000244,0.00027,2.0005009392394233,0.5929213308094142,0.119185,0.088725,0.0,0.0,0.484276,0.485351
MSFT,SHORT,0.29162610693054575,2.9162610693054574,0.0,1.7498,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7888425726472108,13.0,1.0,0.3967213838473361,5.7e-05,0.000105,897.0884543671422,1005.0024928128338,0.267842,0.28537,1.0,1.0,0.625031,0.702516
GDX,SHORT,0.287190133733493,2.87190133733493,0.0,1.7231,price_over_extended,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.453375640516116,2.0,1.0,0.0,0.0,0.00047,0.0,4382.441816627377,,0.507416,0.0,1.0,0.0,0.100941
PLTR,SHORT,0.28676203950687496,2.8676203950687498,5.33,4.8928,price_validation_failed,"momentum_aligned, not_extended, pattern_volume, retest_and_confirm, room_to_target","bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",9.3,NEGATIVE,unknown,-27065164.12,150.59,160.0,100.0,6.19,33.63,1834671.0,1953104.0,1.065,574830.0,760230.0,1685179.0,0.0,0.94,1.0,1.4,0.5,0.0,1.19,0.31,3.0162440310914382,10.0,1.0,0.09366432464045336,2.4e-05,0.000189,244.62739370787332,1741.1637756916714,0.09577,0.083296,0.0,0.0,0.749312,0.263524
HOOD,SHORT,0.28479569521460424,2.8479569521460424,5.84,4.096,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",4.6,NEGATIVE,flag_breakdown,-43088255.25,,100.0,70.0,41.06,1.26,1191664.0,739203.0,0.62,370112.0,369975.0,766489.0,1.87,0.28,0.0,1.6,0.0,0.27,1.31,0.51,132.62587231603862,5.0,1.0,0.00013737778069618312,2.6e-05,0.000363,0.08986079528195128,163.52861945099093,0.957845,0.207791,0.0,0.0,0.0,0.019454
CRK,SHORT,0.28182282919634294,2.8182282919634294,0.0,1.6909,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,15.807369130724137,2.0,1.0,0.12652326794296728,0.001297,0.000648,1.2317376549161123,9.735265891735747,0.507968,0.190824,0.0,0.0,0.0,0.0
DDOG,SHORT,0.2791883809179535,2.7918838091795353,0.0,1.6751,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,6.195382872373932,5.0,1.0,0.3694565882343985,0.000919,0.000429,0.7633422660422379,3.0991825170455836,0.758819,0.320559,0.0,0.0,0.474097,0.250817
COST,SHORT,0.27485655674052895,2.7485655674052896,5.02,4.1403,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pattern_volume, resistance_ema_confluence","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",6.3,NEUTRAL,unknown,,,1600.0,800.0,64.55,17.72,119753.0,115895.0,0.968,42170.0,41799.0,85547.0,0.0,0.5,0.0,1.6,0.49,0.41,1.43,0.59,120.16744542514351,6.0,1.0,53.8078826599657,0.000123,0.000201,98.1377834094601,1.8238551408839745,0.085028,0.352355,1.0,1.0,0.007539,0.437881
KRE,SHORT,0.26879613619047615,2.6879613619047618,0.0,1.6128,weak_bearish_flow,none,"bounce_and_fail, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pattern_volume, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,,707.8026836872937,3.0,1.0,99.0,0.001572,9.6e-05,19908.98029034413,40.735664500805946,0.988091,1.670561,0.0,0.0,0.0,0.173208
NEM,LONG,0.34232736195802344,2.5118411725051764,0.0,1.5071,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SLV,LONG,0.29415107253830675,1.8603791203311275,0.0,1.1162,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
TSM,LONG,0.2726510575087494,1.5696459799910158,0.0,0.9418,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
BMNR,LONG,0.27110487366467906,1.5487377674194562,0.0,0.9292,watchlist_reeval_failed,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
