ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
HROW,SHORT,0.35000727482421495,3.5000727482421494,4.54,4.432,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",6.6,NEUTRAL,retest_and_confirm,,,50.0,30.0,26.58,24.05,31717.0,6867.0,0.217,2468.0,5343.0,30773.0,66.0,0.769,0.0,0.61,1.0,1.4,1.25,0.28,1,1.0,0.0,0.0,3.4e-05,0.0,9.03757539378104e-19,,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.241437,0.0,0.0,42.3,0.37893969352083734,0.7165163738543762
UEC,SHORT,0.337143410833306,3.37143410833306,4.36,4.1937,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,15.0,13.0,2.77,10.93,113853.0,47130.0,0.414,82507.0,4908.0,73568.0,21.6,0.772,0.0,0.76,1.0,1.0,1.43,0.17,1,1.0,0.0,0.0,3e-05,0.0,46.95188118806533,,0,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.047099,0.0,0.0,3.251924,0.37893969352083734,0.690855170294801
MLM,SHORT,0.39270508110104146,3.9270508110104148,3.92,4.0195,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm","confirmation_volume, room_to_target, trend_aligned",4.4,NEUTRAL,retest_and_confirm,,,680.0,600.0,10.15,2.81,1192.0,1477.0,1.239,819.0,991.0,859.0,98.5,0.353,0.0,0.87,0.14,1.4,1.23,0.29,3,1.0,0.1479074960155103,1e-06,6e-06,7.135832198867861e-06,2.4122618498387543e-05,,0,2,0.0,0.293018,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.309582,0.310952,0.0,0.0,,,
RMD,SHORT,0.375,3.75,5.9,4.905,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.3,NEUTRAL,retest_and_confirm,,,250.0,200.0,12.71,9.83,2620.0,8822.0,3.367,1880.0,5308.0,4254.0,97.3,0.427,2.06,0.43,0.04,1.4,1.87,0.09,1,1.0,0.0,0.0,5e-06,0.0,1.1413739692908545e-30,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.166094,0.0,0.0,330.0,,
SYY,LONG,0.6037216753043289,6.037216753043289,3.7,5.3086,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",5.9,NEUTRAL,support_ema_confluence,,,80.0,70.0,5.98,7.27,70430.0,19764.0,0.281,17909.0,46554.0,25731.0,96.4,0.287,0.0,0.83,0.05,1.6,1.22,0.0,15,1.0,0.28022143022653073,3.4e-05,1.1e-05,1.000131480170213,1.7845378195409747,11.482153,2,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.488469,0.58081,0.0,0.0,14.874516,,
PRAX,LONG,0.5992473355422024,5.992473355422025,5.44,6.0082,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.9,NEUTRAL,trend_continuation,,,450.0,130.0,31.65,61.97,1888.0,7456.0,3.949,1834.0,513.0,6997.0,49.9,0.781,1.71,0.51,0.1,1.4,1.54,0.18,5,1.0,99.0,5.3e-05,0.0,0.002897609740697628,0.0,31.3125,2,0,0.653926,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.040588,0.0,0.0,0.0,,,
AS,LONG,0.5850739908100202,5.850739908100202,4.76,5.6734,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.6,NEUTRAL,support_ema_confluence,,,40.0,35.0,11.56,2.38,29045.0,6471.0,0.223,10687.0,12546.0,12283.0,67.8,0.533,1.74,0.77,0.32,1.6,0.25,0.08,5,1.0,99.0,1.8e-05,0.0,0.7439554507650326,0.0,4.920413,1,0,0.530603,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.395065,0.0,0.0,0.0,,,
IVZ,LONG,0.5756834610186145,5.756834610186145,6.09,5.7254,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.1,NEUTRAL,trend_continuation,,,26.0,15.0,3.26,40.43,73751.0,3583.0,0.049,27209.0,38363.0,11762.0,86.7,0.448,1.73,0.51,0.8,1.4,1.64,0.0,9,0.7,99.0,0.000392,2.4e-05,280.30508522968313,3.0600030527226997e-11,211.828862,0,2,0.487465,0.543647,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.475812,0.566368,0.0,0.0,242.365789,,
FLR,LONG,0.5526562906159647,5.526562906159647,3.3,5.0533,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEUTRAL,ema_pullback,,,70.0,37.5,48.68,20.35,67178.0,25392.0,0.378,11582.0,45036.0,35952.0,80.0,0.596,0.0,0.78,1.0,1.2,0.29,0.02,4,1.0,99.0,0.0001,1.7e-05,3.8051516188866126e-19,1.71387454247134e-25,76.351229,0,0,0.511983,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.554488,0.251618,0.0,0.0,4.238532,,
ATI,LONG,0.5500885843057788,5.500885843057787,5.22,5.3964,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.4,NEUTRAL,trend_continuation,,,200.0,145.0,25.23,9.21,12205.0,5275.0,0.432,7187.0,2277.0,8016.0,94.5,0.554,1.74,0.69,0.32,1.4,0.87,0.19,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,0,0,0.002446,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.304925,0.0,0.0,0.0,,,
DOV,LONG,0.5472213300213942,5.472213300213942,6.04,5.7681,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,NEUTRAL,trend_continuation,,,270.0,210.0,22.18,4.97,6060.0,2589.0,0.427,2668.0,3014.0,2967.0,89.3,0.324,1.62,0.49,1.0,1.4,1.48,0.04,4,1.0,99.0,1.1e-05,1e-06,2.476498592419863e-10,8.016587212063446e-25,9.21819,0,0,0.420384,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367616,0.631344,0.0,0.0,1.123596,,
BOOT,LONG,0.5426105641932177,5.426105641932177,4.37,5.0241,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.0,NEUTRAL,trend_continuation,,,200.0,100.0,20.31,39.85,1430.0,828.0,0.579,1830.0,20.0,408.0,93.8,0.624,0.0,0.54,1.0,1.4,1.44,0.0,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,0,0,9e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.763403,0.623421,0.0,0.0,268.0,,
SEZL,LONG,0.541253014686439,5.41253014686439,6.12,5.6423,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.5,NEUTRAL,trend_continuation,,,105.0,50.0,25.25,40.36,17103.0,12658.0,0.74,10051.0,8140.0,11570.0,71.8,0.863,1.78,0.3,1.0,1.4,1.51,0.14,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,0,0,0.49987,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.042323,0.0,0.0,0.0,,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.98,5.4093,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.9,NEUTRAL,support_ema_confluence,,,15.0,10.0,27.99,14.68,65940.0,18197.0,0.276,51867.0,113.0,32157.0,82.6,0.948,1.91,0.17,1.0,1.6,1.08,0.22,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,0,0,0.047673,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.115894,0.0,0.0,0.0,,,
SUN,LONG,0.5114994530821066,5.1149945308210665,6.42,5.2835,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.0,NEUTRAL,retest_and_confirm,,,65.0,62.5,0.87,3.01,8847.0,4115.0,0.465,847.0,6206.0,5909.0,81.8,0.273,1.56,0.97,0.6,1.4,1.8,0.1,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.419964,0.0,0.0,0.0,,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,4.96,5.1455,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.5,NEUTRAL,trend_continuation,,,30.0,22.0,6.08,22.21,26518.0,3911.0,0.147,14421.0,10226.0,5782.0,14.3,0.566,1.9,0.22,0.17,1.4,1.2,0.06,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.386964,0.0,0.0,0.0,,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.57,5.324,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.8,NEUTRAL,trend_continuation,,,70.0,42.0,11.19,33.29,54596.0,12912.0,0.237,33377.0,20877.0,13254.0,75.5,0.85,2.6,0.0,0.03,1.4,1.52,0.01,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0,0,0.10262,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.128881,0.030732,0.0,0.0,0.024794,,
CENX,LONG,0.49567779934486816,4.956777993448681,5.16,5.3064,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.4,NEUTRAL,ema_pullback,,,65.0,45.0,7.01,25.91,32893.0,10742.0,0.327,4851.0,25860.0,12924.0,93.8,0.858,1.65,0.95,0.62,1.2,0.72,0.0,1,1.0,99.0,0.000135,0.0,275.3785814649733,0.0,26.338346,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.196359,0.0,0.0,0.0,,,
ZTS,LONG,0.4956480223017188,4.956480223017188,3.51,4.4712,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.7,NEUTRAL,ema_pullback,,,125.0,105.0,4.78,11.99,44309.0,11013.0,0.249,8812.0,9494.0,37016.0,93.2,0.433,0.0,0.95,1.0,1.2,0.13,0.24,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,0,0,0.399255,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.435878,0.0,0.0,0.0,,,
ROK,LONG,0.4796607548598844,4.796607548598844,5.15,4.4633,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.6,NEUTRAL,trend_continuation,,,430.0,320.0,4.05,22.57,5712.0,10810.0,1.893,11706.0,2506.0,2310.0,98.8,0.451,2.26,0.01,0.0,1.4,1.41,0.07,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0,0,1.3e-05,0.030972,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.329061,0.630731,0.0,0.0,0.851332,,
SMMT,LONG,0.4534837255811759,4.534837255811759,7.61,5.8704,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,6.6,NEUTRAL,trend_continuation,,,35.0,20.0,32.73,24.16,42910.0,27702.0,0.646,17869.0,27490.0,25253.0,75.5,1.03,2.91,0.0,1.0,1.4,1.3,1.0,4,0.7,99.0,1.9e-05,0.0,9.822745146419777,0.0,125.003496,0,0,0.135007,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.351794,0.0,0.0,0.0,,,
TT,LONG,0.4498434660615612,4.4984346606156125,5.3,4.6792,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.2,NEUTRAL,trend_continuation,,,500.0,390.0,4.2,18.72,5702.0,3847.0,0.675,3250.0,2608.0,3691.0,97.9,0.37,2.18,0.0,0.0,1.4,1.69,0.03,8,1.0,99.0,5e-06,2e-06,0.08587983720798922,3.171218564412382e-10,1.622619,0,1,0.214773,0.630056,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.424504,0.28137,0.0,0.0,2.08894,,
TSEM,LONG,0.44650960280654306,4.465096028065431,5.58,4.9465,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.2,NEUTRAL,trend_continuation,,,230.0,200.0,5.6,8.18,67399.0,46863.0,0.695,55995.0,46365.0,11902.0,98.8,0.956,2.72,0.23,0.13,1.4,1.05,0.05,7,1.0,99.0,0.000239,2.7e-05,0.014164775265104589,2.4406142251730105e-08,186.585831,0,0,0.342829,0.478095,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.357831,0.317425,0.0,0.0,0.440824,,
BBIO,LONG,0.4380246333195209,4.380246333195209,4.95,4.8751,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.0,NEUTRAL,trend_continuation,,,95.0,45.0,25.75,40.43,19749.0,23313.0,1.18,10151.0,7524.0,25387.0,59.3,0.583,2.04,0.83,0.38,1.4,0.26,0.05,1,1.0,99.0,2e-05,0.0,0.002562716990435561,0.0,4.545455,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.580714,0.0,0.0,0.0,,,
PCT,LONG,0.43608631867839937,4.360863186783994,5.84,4.6924,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.8,POSITIVE,trend_continuation,629033.29,6.8,10.0,5.0,46.95,26.52,312523.0,155607.0,0.498,104266.0,84880.0,278984.0,99.4,1.165,2.04,0.4,1.0,1.4,0.98,0.02,4,1.0,0.0001943841104600521,0.000379,2.5e-05,0.0009263585377650421,14.296825016807402,2.583168,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.112248,0.179247,0.0,0.0,0.167915,,
VOYA,LONG,0.4216666666666667,4.216666666666667,5.8,5.0083,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.8,NEUTRAL,trend_continuation,,,80.0,65.0,6.2,13.71,14450.0,4995.0,0.346,18583.0,10.0,852.0,85.9,0.361,2.05,0.0,0.72,1.4,1.47,0.16,4,1.0,99.0,0.000171,0.0,0.03281624329053493,0.0,22.785441,0,0,1e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.915194,0.0,0.0,0.0,,,
PRKS,LONG,0.4153394126984127,4.153394126984127,4.84,4.7887,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.3,NEUTRAL,support_ema_confluence,,,40.0,35.0,13.11,1.03,1915.0,154.0,0.08,57.0,1696.0,316.0,98.0,0.702,1.65,0.88,0.22,1.6,0.45,0.04,2,1.0,99.0,6.7e-05,0.0,24.152449534733435,0.0,29.694444,0,0,0.446974,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.331027,0.0,0.0,0.0,,,
B,LONG,0.403144149750673,4.03144149750673,3.2,4.1757,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.0,POSITIVE,ema_pullback,3857778.35,40.96,50.0,30.0,22.01,26.79,466442.0,309254.0,0.663,65943.0,211966.0,497787.0,63.1,0.499,0.0,0.63,1.0,1.2,0.15,0.22,19,1.0,99.0,3.5e-05,1.1e-05,2.6689070975638405,0.0013047896231457446,0.767301,2,2,0.016737,0.037582,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.025269,0.344064,0.0,0.0,1.539485,,
DEO,LONG,0.39055555555555554,3.9055555555555554,4.41,4.3558,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.4,NEUTRAL,trend_continuation,,,85.0,70.0,3.63,14.65,17482.0,11601.0,0.664,2374.0,18250.0,8459.0,78.9,0.342,0.0,0.19,1.0,1.4,1.58,0.24,2,1.0,99.0,1e-06,0.0,0.07147950249119257,0.0,3.30942,0,0,0.00239,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.508818,0.0,0.0,0.0,,,
VICR,LONG,0.37962904559706107,3.7962904559706105,7.07,5.1391,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.6,NEUTRAL,trend_continuation,,,280.0,100.0,13.1,59.61,5250.0,4808.0,0.916,4698.0,2840.0,2520.0,71.1,0.848,1.92,0.0,1.0,1.4,1.75,1.0,4,1.0,20.9522328079398,3.3e-05,1.5e-05,6.1210610403977205e-09,8.764308457967533e-10,3.234951,0,0,0.026341,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.270112,0.192191,0.0,0.0,2.386364,,
NPO,LONG,0.375,3.75,5.25,3.95,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.5,NEUTRAL,trend_continuation,,,290.0,270.0,3.03,4.07,708.0,1385.0,1.956,1161.0,613.0,319.0,98.8,0.514,1.71,0.38,0.0,1.4,1.64,0.12,1,1.0,99.0,0.00011,0.0,1.673303947654437e-17,0.0,18.181818,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.53186,0.0,0.0,0.0,,,
SW,LONG,0.375,3.75,3.73,3.974,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.9,NEUTRAL,trend_continuation,,,45.0,35.0,8.72,15.44,12796.0,2370.0,0.185,11210.0,1683.0,2273.0,95.7,0.51,0.0,0.98,1.0,1.4,0.35,0.0,1,1.0,99.0,4e-06,0.0,1.807293970215957e-24,0.0,12.0,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.468314,0.0,0.0,0.0,,,
BTDR,SHORT,0.5579179213360749,5.5791792133607485,3.14,4.6116,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.4,POSITIVE,bounce_and_fail,2043846.56,12.48,15.0,7.5,20.39,39.81,416835.0,241661.0,0.58,142488.0,334064.0,181944.0,90.8,1.149,0.0,0.06,1.0,1.0,1.05,0.03,4,1.0,0.003597764387635793,3.2e-05,0.001437,0.1795783476517634,16.637957011017622,0.026152,0,0,0.0,0.314303,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.441526,0.136181,0.0,0.0,512.974709,,
RELY,SHORT,0.5576105641932176,5.576105641932177,0.0,3.3457,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.7687676227536498,3.7e-05,8.7e-05,9.102521727090808,11.840407240989771,2.37037,0,1,0.418294,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497528,0.49344,0.0,0.0,5.672811,,
WCC,SHORT,0.5270550086376622,5.2705500863766215,1.25,3.9703,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.8,NEUTRAL,unknown,,,330.0,270.0,1.68,16.8,4472.0,1224.0,0.274,2938.0,1920.0,838.0,95.6,0.529,0.0,0.0,1.0,0.0,0.25,0.0,2,1.0,0.0,0.0,4.2e-05,0.0,8.840587115807475,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.33967,0.0,0.0,26.248208,,
AXSM,SHORT,0.5270550086376622,5.2705500863766215,4.23,4.8643,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,200.0,140.0,9.67,23.23,14592.0,10039.0,0.688,9348.0,5424.0,9859.0,97.0,0.751,0.0,0.49,1.0,1.0,1.51,0.23,4,1.0,5.546455747553757e-23,1.4e-05,0.000115,1.2974673112189926e-25,0.0023392728082095226,22.083333,0,0,0.383748,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.526566,0.190368,0.0,0.0,54.236111,,
CDNS,SHORT,0.5132065770821066,5.132065770821066,1.75,4.231,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,unknown,,,330.0,265.0,1.4,18.58,40608.0,47747.0,1.176,17493.0,49284.0,21578.0,98.3,0.531,0.0,0.0,1.0,0.0,0.31,0.44,14,1.0,1.596918891262211e-19,2e-06,0.000195,6.60607392712642e-19,1.6547049354284868,0.455913,0,1,0.61199,0.007701,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.587038,0.408417,0.0,0.0,0.745693,,
NXST,SHORT,0.5032045744787734,5.032045744787734,4.0,4.636,watchlist_reeval_failed,"ema_rally, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",4.6,NEUTRAL,ema_rally,,,220.0,160.0,6.14,22.81,1988.0,906.0,0.456,1761.0,2.0,1131.0,96.9,0.465,1.72,0.63,0.1,1.2,0.34,0.0,1,1.0,0.0,0.0,1.2e-05,0.0,1.0284315820577096e-19,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.670606,0.0,0.0,6.833333,,
SIRI,SHORT,0.490604375738742,4.90604375738742,3.2,4.373,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,30.0,13.0,13.92,50.64,158281.0,79869.0,0.505,56458.0,38027.0,143665.0,95.3,0.441,0.0,0.0,1.0,1.0,0.56,0.64,1,1.0,0.0,0.0,3.2e-05,0.0,7.833572536425223e-12,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.498151,0.0,0.0,54.806452,,
